	run	ndata	hidden_size	nlayers	dropout	embedding_size	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	base_train_loss	base_dev_loss	base_test_loss	base_train_acc	base_dev_acc	base_test_acc	representation	model	language	n_train	n_test	entropy	entropy_conditional	n_classes
26	26	389	57	2	0.02	300	2.92	3.0821	3.037	0.2982	0.26	0.2734	0.4277	1.3576	1.2826	0.9434	0.7341	0.7449	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
27	27	474	968	2	0.15	300	2.9156	3.0837	3.0375	0.3017	0.26	0.2734	0.0222	1.6586	1.541	0.9979	0.7819	0.7941	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
28	28	579	268	0	0.01	300	2.8954	3.0876	3.038	0.3057	0.26	0.2734	0.4211	1.3115	1.2408	0.962	0.758	0.7732	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
29	29	706	270	0	0.3	300	2.9369	3.08	3.0346	0.2918	0.26	0.2734	0.4253	1.1746	1.1218	0.9448	0.7898	0.7978	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
30	30	862	596	2	0.24	300	2.9659	3.0717	3.029	0.2749	0.26	0.2734	0.2017	1.0751	1.0047	0.971	0.809	0.825	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
31	31	1051	694	0	0.49	300	2.9693	3.0693	3.0263	0.2712	0.26	0.2734	0.4556	0.9677	0.9322	0.9191	0.8209	0.8276	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
32	32	1283	837	0	0.48	300	2.9607	3.0718	3.0283	0.2783	0.26	0.2734	0.4427	0.9346	0.9018	0.9189	0.8221	0.829	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
33	33	1565	487	2	0.4	300	2.9658	3.0676	3.0244	0.2754	0.26	0.2734	0.2132	0.7561	0.7309	0.9585	0.8516	0.8644	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
34	34	1909	418	0	0.11	300	2.9911	3.0617	3.0194	0.2782	0.26	0.2734	0.4253	0.7978	0.7963	0.9246	0.8486	0.8584	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
35	35	2330	407	0	0.05	300	3.0312	3.0575	3.0163	0.2712	0.26	0.2734	0.4449	0.7186	0.7023	0.9215	0.855	0.8622	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
36	36	2843	657	0	0.0	300	3.0535	3.0577	3.0172	0.2613	0.26	0.2734	0.4225	0.6986	0.6906	0.923	0.8623	0.8689	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
37	37	3469	442	1	0.22	300	3.0524	3.057	3.0161	0.2603	0.26	0.2734	0.1957	0.5563	0.5461	0.9582	0.8868	0.8933	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
38	38	4232	398	1	0.37	300	3.047	3.0564	3.0138	0.2647	0.26	0.2734	0.1529	0.4955	0.4824	0.9672	0.9028	0.9039	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
39	39	5164	369	2	0.04	300	3.0342	3.056	3.012	0.2705	0.26	0.2734	0.2965	0.5964	0.5775	0.9357	0.8779	0.8862	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
40	40	6301	75	2	0.43	300	3.0334	3.0566	3.0125	0.2719	0.26	0.2734	0.2823	0.4803	0.4753	0.9449	0.9021	0.9092	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
41	41	7688	179	1	0.18	300	3.0389	3.0558	3.0123	0.2713	0.26	0.2734	0.1809	0.4393	0.4146	0.9625	0.9131	0.9186	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
42	42	9381	442	0	0.09	300	3.023	3.0562	3.0124	0.2739	0.26	0.2734	0.435	0.5655	0.5409	0.9138	0.8836	0.8929	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
43	43	11446	111	0	0.14	300	3.0319	3.0554	3.0112	0.2717	0.26	0.2734	0.4544	0.5642	0.5397	0.9095	0.8866	0.8954	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
44	44	13966	242	0	0.37	300	3.0245	3.0554	3.0112	0.2727	0.26	0.2734	0.5178	0.5967	0.5745	0.893	0.8792	0.8845	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
45	45	17040	107	0	0.35	300	3.0259	3.0545	3.0106	0.2712	0.26	0.2734	0.5334	0.6003	0.5764	0.8914	0.8809	0.8852	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
46	46	20792	150	0	0.11	300	3.0234	3.0545	3.0107	0.271	0.26	0.2734	0.4735	0.5406	0.5158	0.9031	0.8895	0.9002	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
47	47	25369	38	2	0.41	300	3.0271	3.0544	3.0102	0.2706	0.26	0.2734	0.5588	0.6013	0.5757	0.8873	0.8802	0.8876	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
48	48	30954	248	2	0.23	300	3.031	3.0543	3.01	0.2698	0.26	0.2734	0.1415	0.2673	0.2543	0.967	0.9427	0.9469	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
49	49	37769	670	1	0.29	300	3.0263	3.0542	3.0096	0.2703	0.26	0.2734	0.1322	0.2464	0.2352	0.9694	0.9471	0.9517	fast	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
0	0	1	776	0	0.09	272	3.1699	3.6996	3.7007	1.0	0.0945	0.0926	0.0035	3.8477	3.8383	1.0	0.1103	0.1146	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
1	1	2	433	2	0.27	145	3.2224	3.7304	3.7296	0.5	0.0945	0.0926	0.0	6.9526	6.9464	1.0	0.0679	0.0633	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
2	2	3	310	1	0.38	182	3.273	3.6749	3.6745	0.3333	0.0945	0.0926	0.0007	3.8098	3.7997	1.0	0.1998	0.2044	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
3	3	4	300	1	0.42	205	3.1144	3.7085	3.7067	0.5	0.037	0.0404	0.0008	3.9577	3.9328	1.0	0.1078	0.111	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
4	4	5	1009	2	0.39	134	3.2032	3.735	3.7346	0.4	0.037	0.0404	0.0	10.3373	10.3479	1.0	0.1122	0.1151	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
5	5	6	657	2	0.41	245	3.2767	3.6287	3.6205	0.3333	0.037	0.0404	0.0	5.2847	5.1829	1.0	0.1436	0.1489	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
6	6	7	455	2	0.23	133	3.2223	3.5652	3.5514	0.2857	0.26	0.2734	0.0001	5.2298	5.1466	1.0	0.1851	0.1927	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
7	7	9	103	2	0.09	108	3.2676	3.4979	3.4832	0.2222	0.0945	0.0926	0.0028	3.4336	3.3704	1.0	0.182	0.1912	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
8	8	11	203	2	0.14	93	3.3981	3.5296	3.5208	0.1818	0.0945	0.0926	0.0015	3.6773	3.6298	1.0	0.1759	0.1747	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
9	9	13	150	1	0.31	212	3.2964	3.4914	3.479	0.2308	0.0945	0.0926	0.006	3.3385	3.3118	1.0	0.187	0.1894	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
10	10	16	72	0	0.15	103	3.2635	3.3745	3.3577	0.25	0.26	0.2734	0.2791	3.8796	3.8436	1.0	0.1556	0.1624	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
11	11	20	467	2	0.27	113	3.2029	3.3799	3.3625	0.25	0.0945	0.0926	0.0003	4.5137	4.4124	1.0	0.238	0.2524	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
12	12	24	377	2	0.5	99	3.22	3.3893	3.3734	0.25	0.0945	0.0926	0.0068	3.7996	3.7329	1.0	0.2274	0.2383	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
13	13	29	436	0	0.44	148	3.2491	3.309	3.2904	0.2069	0.0945	0.0926	0.3473	3.2787	3.2202	1.0	0.2648	0.2828	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
14	14	36	382	0	0.1	165	3.1946	3.2496	3.2275	0.25	0.26	0.2734	0.2117	3.3551	3.341	1.0	0.2874	0.2898	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
15	15	44	326	2	0.5	60	3.1583	3.2265	3.1999	0.2727	0.26	0.2734	0.0837	3.1999	3.1277	1.0	0.3689	0.3817	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
16	16	53	326	2	0.49	84	3.1319	3.2123	3.1834	0.2642	0.26	0.2734	0.0476	3.3917	3.2822	1.0	0.358	0.3726	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
17	17	65	247	2	0.44	238	3.0629	3.2077	3.1744	0.2923	0.26	0.2734	0.0056	3.2999	3.1785	1.0	0.3748	0.3949	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
18	18	79	179	2	0.05	122	3.0625	3.1735	3.1387	0.2785	0.26	0.2734	0.0048	3.5253	3.4179	1.0	0.3711	0.3809	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
19	19	97	137	2	0.02	144	2.9722	3.1678	3.1276	0.3093	0.26	0.2734	0.0076	3.3789	3.2406	1.0	0.3839	0.4062	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
20	20	118	786	2	0.23	79	2.9615	3.1447	3.1022	0.3051	0.26	0.2734	0.0006	4.7696	4.4776	1.0	0.3973	0.4237	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
21	21	144	410	1	0.31	159	2.9193	3.1159	3.0724	0.3264	0.26	0.2734	0.0195	3.105	2.9724	1.0	0.4074	0.4273	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
22	22	175	388	1	0.37	154	2.9286	3.1021	3.0599	0.3086	0.26	0.2734	0.0441	2.9804	2.8439	1.0	0.411	0.4313	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
23	23	214	38	2	0.25	148	2.9238	3.1093	3.0662	0.2991	0.26	0.2734	1.4429	2.6958	2.6059	0.715	0.3708	0.3868	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
24	24	261	467	1	0.41	115	2.9639	3.0937	3.0527	0.3065	0.26	0.2734	0.2166	2.6782	2.5446	1.0	0.4503	0.4643	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
25	25	319	176	0	0.09	124	2.9209	3.0868	3.0418	0.3135	0.26	0.2734	1.8857	3.1787	3.1404	0.6708	0.3169	0.3258	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
26	26	389	57	2	0.02	240	2.92	3.0821	3.037	0.2982	0.26	0.2734	0.3323	2.906	2.8189	0.9743	0.4422	0.456	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
27	27	474	968	2	0.15	50	2.9156	3.0837	3.0375	0.3017	0.26	0.2734	0.0123	3.8373	3.5954	0.9979	0.4721	0.4931	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
28	28	579	268	0	0.01	235	2.8954	3.0876	3.038	0.3057	0.26	0.2734	1.4995	3.1557	3.1145	0.7737	0.3607	0.3708	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
29	29	706	270	0	0.3	144	2.9369	3.08	3.0346	0.2918	0.26	0.2734	1.0191	2.7021	2.5811	0.7946	0.4519	0.4624	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
30	30	862	596	2	0.24	188	2.9659	3.0717	3.029	0.2749	0.26	0.2734	0.02	3.3204	3.1988	0.9942	0.493	0.5017	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
31	31	1051	694	0	0.49	59	2.9693	3.0693	3.0263	0.2712	0.26	0.2734	1.9234	2.4119	2.331	0.5423	0.4255	0.4359	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
32	32	1283	837	0	0.48	176	2.9607	3.0718	3.0283	0.2783	0.26	0.2734	1.4216	2.2811	2.2086	0.6711	0.4841	0.4916	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
33	33	1565	487	2	0.4	75	2.9658	3.0676	3.0244	0.2754	0.26	0.2734	0.6424	1.8754	1.8129	0.9553	0.5808	0.5895	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
34	34	1909	418	0	0.11	210	2.9911	3.0617	3.0194	0.2782	0.26	0.2734	1.1649	2.3245	2.3193	0.726	0.5124	0.5134	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
35	35	2330	407	0	0.05	85	3.0312	3.0575	3.0163	0.2712	0.26	0.2734	1.7428	2.1452	2.1164	0.5794	0.4947	0.4991	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
36	36	2843	657	0	0.0	102	3.0535	3.0577	3.0172	0.2613	0.26	0.2734	1.6284	2.1299	2.0878	0.606	0.5046	0.5026	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
37	37	3469	442	1	0.22	225	3.0524	3.057	3.0161	0.2603	0.26	0.2734	0.7408	1.6114	1.5983	0.8876	0.6196	0.6229	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
38	38	4232	398	1	0.37	187	3.047	3.0564	3.0138	0.2647	0.26	0.2734	0.5596	1.4812	1.4613	0.939	0.6462	0.6489	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
39	39	5164	369	2	0.04	195	3.0342	3.056	3.012	0.2705	0.26	0.2734	0.4173	1.5645	1.5494	0.94	0.6531	0.654	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
40	40	6301	75	2	0.43	230	3.0334	3.0566	3.0125	0.2719	0.26	0.2734	1.1078	1.4345	1.4198	0.7083	0.638	0.6433	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
41	41	7688	179	1	0.18	187	3.0389	3.0558	3.0123	0.2713	0.26	0.2734	0.4848	1.3335	1.2974	0.9365	0.6871	0.6999	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
42	42	9381	442	0	0.09	112	3.023	3.0562	3.0124	0.2739	0.26	0.2734	1.7681	1.9129	1.8623	0.5629	0.5429	0.5499	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
43	43	11446	111	0	0.14	188	3.0319	3.0554	3.0112	0.2717	0.26	0.2734	1.5825	1.7535	1.7211	0.6071	0.5683	0.5847	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
44	44	13966	242	0	0.37	94	3.0245	3.0554	3.0112	0.2727	0.26	0.2734	1.9149	1.9863	1.9425	0.5406	0.5249	0.5332	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
45	45	17040	107	0	0.35	182	3.0259	3.0545	3.0106	0.2712	0.26	0.2734	1.631	1.7312	1.6946	0.5994	0.5748	0.5846	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
46	46	20792	150	0	0.11	215	3.0234	3.0545	3.0107	0.271	0.26	0.2734	1.5733	1.6847	1.6501	0.6058	0.5834	0.5872	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
47	47	25369	38	2	0.41	292	3.0271	3.0544	3.0102	0.2706	0.26	0.2734	1.4739	1.5251	1.5097	0.6098	0.5985	0.6038	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
48	48	30954	248	2	0.23	98	3.031	3.0543	3.01	0.2698	0.26	0.2734	0.641	0.9492	0.9506	0.8554	0.7649	0.7588	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
49	49	37769	670	1	0.29	67	3.0263	3.0542	3.0096	0.2703	0.26	0.2734	0.8363	1.0519	1.0546	0.8037	0.7387	0.7371	random	mlp	turkish	37769	10023	3.028157277203257	0.07508512935986282	13
