	run	ndata	hidden_size	nlayers	dropout	embedding_size	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	base_train_loss	base_dev_loss	base_test_loss	base_train_acc	base_dev_acc	base_test_acc	representation	model	language	n_train	n_test	entropy	entropy_conditional	n_classes
49	49	203160	670	1	0.29	768	3.6068	3.5998	3.6198	0.1707	0.1679	0.1654	0.1278	0.2095	0.2181	0.972	0.9554	0.9492	roberta	mlp	english	203160	24958	3.607197762486216	0.2602912903772637	16
0	0	1	776	0	0.09	768	3.3692	3.9303	3.9278	1.0	0.0409	0.0451	0.0009	4.967	4.9517	1.0	0.0409	0.0451	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
1	1	2	433	2	0.27	768	3.415	3.8795	3.8798	0.5	0.0409	0.0451	0.0	11.489	11.5368	1.0	0.1872	0.1862	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
2	2	3	310	1	0.38	768	3.4594	3.8335	3.8316	0.3333	0.0409	0.0451	0.0004	6.0494	6.0415	1.0	0.3036	0.3045	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
3	3	4	300	1	0.42	768	3.5025	3.7332	3.7291	0.25	0.0409	0.0451	0.001	5.1381	5.1069	1.0	0.3012	0.3047	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
4	4	5	1009	2	0.39	768	3.3783	3.6733	3.6676	0.4	0.2451	0.2489	0.0	8.9695	8.8666	1.0	0.3129	0.3159	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
5	5	6	657	2	0.41	768	3.4466	3.6918	3.6863	0.3333	0.2451	0.2489	0.0001	5.8011	5.7443	1.0	0.2886	0.2873	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
6	6	8	455	2	0.23	768	3.3517	3.6372	3.6321	0.25	0.2451	0.2489	0.0	6.4054	6.3117	1.0	0.3444	0.3485	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
7	7	9	103	2	0.09	768	3.4237	3.6453	3.6397	0.2222	0.2451	0.2489	0.003	4.5464	4.5022	1.0	0.3185	0.3202	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
8	8	12	203	2	0.14	768	3.2206	3.5767	3.5726	0.3333	0.1651	0.1604	0.0005	5.064	4.9911	1.0	0.3816	0.3899	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
9	9	14	150	1	0.31	768	3.2437	3.5497	3.5454	0.2857	0.2451	0.2489	0.0033	3.8648	3.8393	1.0	0.3745	0.376	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
10	10	18	72	0	0.15	768	3.2638	3.5673	3.5625	0.2222	0.2451	0.2489	0.0512	3.5915	3.5677	1.0	0.3923	0.3908	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
11	11	22	467	2	0.27	768	3.1917	3.5581	3.5515	0.2273	0.2451	0.2489	0.0001	6.1774	6.0936	1.0	0.4104	0.4099	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
12	12	27	377	2	0.5	768	3.2319	3.5421	3.536	0.2222	0.2451	0.2489	0.0008	3.7427	3.7201	1.0	0.421	0.422	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
13	13	34	436	0	0.44	768	3.0976	3.4859	3.4779	0.2647	0.2451	0.2489	0.1004	2.9906	2.9643	1.0	0.4857	0.4909	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
14	14	42	382	0	0.1	768	3.2607	3.3948	3.3933	0.2143	0.2451	0.2489	0.028	2.368	2.3692	1.0	0.5139	0.5131	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
15	15	52	326	2	0.5	768	3.2362	3.3868	3.3851	0.2308	0.2451	0.2489	0.0067	2.4669	2.4591	1.0	0.5417	0.5403	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
16	16	64	326	2	0.49	768	3.2741	3.3554	3.3601	0.1875	0.2451	0.2489	0.0086	2.1973	2.2166	1.0	0.5844	0.583	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
17	17	79	247	2	0.44	768	3.2591	3.3376	3.346	0.1899	0.2451	0.2489	0.0131	1.9947	2.0046	1.0	0.6276	0.6265	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
18	18	98	179	2	0.05	768	3.2468	3.2947	3.3043	0.1939	0.2451	0.2489	0.0025	2.0748	2.1043	1.0	0.6529	0.6495	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
19	19	121	137	2	0.02	768	3.2462	3.2941	3.3042	0.1983	0.2451	0.2489	0.0038	2.1093	2.1125	1.0	0.6537	0.6543	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
20	20	150	786	2	0.23	768	3.1871	3.2677	3.2773	0.2133	0.2451	0.2489	0.0002	2.6296	2.6625	1.0	0.6864	0.6847	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
21	21	186	410	1	0.31	768	3.1069	3.2439	3.2515	0.2312	0.2451	0.2489	0.0059	1.7655	1.8054	1.0	0.6974	0.6948	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
22	22	230	388	1	0.37	768	3.1328	3.2405	3.248	0.2261	0.2451	0.2489	0.0092	1.5754	1.6119	1.0	0.7299	0.7242	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
23	23	285	38	2	0.25	768	3.0951	3.23	3.2395	0.2351	0.2451	0.2489	0.5995	1.5385	1.55	0.9018	0.6902	0.6875	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
24	24	352	467	1	0.41	768	3.122	3.2206	3.229	0.2216	0.2451	0.2489	0.0176	1.4552	1.4865	1.0	0.7565	0.7519	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
25	25	436	176	0	0.09	768	3.1137	3.2085	3.2147	0.2362	0.2451	0.2489	0.194	1.2745	1.2917	0.9954	0.7517	0.746	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
26	26	540	57	2	0.02	768	3.1072	3.2159	3.2225	0.2389	0.2451	0.2489	0.2134	1.2945	1.3123	0.987	0.7521	0.7483	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
27	27	668	968	2	0.15	768	3.1027	3.2096	3.2163	0.244	0.2451	0.2489	0.0008	1.9589	2.0018	1.0	0.7782	0.7761	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
28	28	827	268	0	0.01	768	3.0901	3.2093	3.2148	0.2443	0.2451	0.2489	0.2602	1.143	1.1644	0.9831	0.7804	0.776	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
29	29	1024	270	0	0.3	768	3.0957	3.2097	3.2136	0.2461	0.2451	0.2489	0.3411	1.0856	1.0978	0.96	0.7943	0.794	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
30	30	1267	596	2	0.24	768	3.0778	3.2124	3.2168	0.2478	0.2451	0.2489	0.0114	1.3424	1.3718	1.0	0.8126	0.8113	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
31	31	1568	694	0	0.49	768	3.0801	3.2165	3.2222	0.2487	0.2451	0.2489	0.3377	0.9835	1.0044	0.9477	0.8171	0.8152	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
32	32	1941	837	0	0.48	768	3.0839	3.2188	3.2254	0.2442	0.2451	0.2489	0.3626	0.9628	0.9803	0.9387	0.8266	0.8251	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
33	33	2402	487	2	0.4	768	3.0813	3.2206	3.2281	0.2452	0.2451	0.2489	0.3034	0.9161	0.9438	0.9342	0.8355	0.8332	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
34	34	2973	418	0	0.11	768	3.0869	3.2254	3.2324	0.2395	0.2451	0.2489	0.3768	0.8976	0.915	0.9398	0.8354	0.8338	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
35	35	3680	407	0	0.05	768	3.1026	3.2298	3.2368	0.2408	0.2451	0.2489	0.3794	0.8798	0.8959	0.9375	0.838	0.8387	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
36	36	4555	657	0	0.0	768	3.1025	3.2354	3.2424	0.2397	0.2451	0.2489	0.4391	0.8702	0.8888	0.9212	0.8413	0.8411	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
37	37	5638	442	1	0.22	768	3.0921	3.2388	3.2463	0.2458	0.2451	0.2489	0.3135	0.8421	0.869	0.9335	0.854	0.8542	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
38	38	6978	398	1	0.37	768	3.0913	3.2435	3.2515	0.2475	0.2451	0.2489	0.2706	0.7672	0.7953	0.942	0.8645	0.8633	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
39	39	8637	369	2	0.04	768	3.089	3.2484	3.2569	0.2473	0.2451	0.2489	0.3789	0.8822	0.9078	0.9162	0.8539	0.8545	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
40	40	10690	75	2	0.43	768	3.0893	3.2537	3.263	0.2445	0.2451	0.2489	0.372	0.7417	0.7774	0.9239	0.8661	0.8651	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
41	41	13231	179	1	0.18	768	3.0944	3.2572	3.2671	0.2431	0.2451	0.2489	0.3621	0.7493	0.7719	0.9222	0.8714	0.8724	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
42	42	16376	442	0	0.09	768	3.0925	3.2616	3.272	0.2432	0.2451	0.2489	0.4077	0.7519	0.7798	0.9153	0.8704	0.8682	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
43	43	20269	111	0	0.14	768	3.0921	3.2662	3.277	0.2421	0.2451	0.2489	0.4342	0.7405	0.7678	0.9087	0.8703	0.8697	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
44	44	25087	242	0	0.37	768	3.0955	3.27	3.2813	0.2411	0.2451	0.2489	0.4793	0.7601	0.7857	0.8961	0.8657	0.8671	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
45	45	31050	107	0	0.35	768	3.0977	3.2744	3.2864	0.2409	0.2451	0.2489	0.48	0.7647	0.7902	0.8956	0.8671	0.8685	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
46	46	38431	150	0	0.11	768	3.1135	3.2046	3.2097	0.2414	0.2451	0.2489	0.3967	0.5166	0.5298	0.9119	0.8861	0.886	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
47	47	47567	38	2	0.41	768	3.1426	3.1782	3.1808	0.2416	0.2451	0.2489	0.5675	0.6414	0.6516	0.8801	0.8616	0.8611	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
48	48	58874	248	2	0.23	768	3.1617	3.1725	3.1745	0.2422	0.2451	0.2489	0.1184	0.3233	0.351	0.9753	0.9279	0.9238	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
49	49	72869	670	1	0.29	768	3.1687	3.1713	3.173	0.2446	0.2451	0.2489	0.1469	0.3038	0.3218	0.9699	0.9313	0.9283	bert	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
0	0	1	776	0	0.09	300	3.3692	3.9303	3.9278	1.0	0.0409	0.0451	1.1929	3.9204	3.9173	1.0	0.041	0.0451	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
1	1	2	433	2	0.27	300	3.415	3.8795	3.8798	0.5	0.0409	0.0451	0.0002	5.2624	5.2639	1.0	0.2049	0.2048	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
2	2	3	310	1	0.38	300	3.4594	3.8335	3.8316	0.3333	0.0409	0.0451	0.0377	3.7272	3.7216	1.0	0.3136	0.313	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
3	3	4	300	1	0.42	300	3.5025	3.7332	3.7291	0.25	0.0409	0.0451	0.0691	3.3959	3.3834	1.0	0.3153	0.3148	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
4	4	5	1009	2	0.39	300	3.3783	3.6733	3.6676	0.4	0.2451	0.2489	0.0003	6.3357	6.2652	1.0	0.3299	0.3284	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
5	5	6	657	2	0.41	300	3.4466	3.6918	3.6863	0.3333	0.2451	0.2489	0.0034	6.2879	6.2465	1.0	0.2111	0.2078	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
6	6	8	455	2	0.23	300	3.3517	3.6372	3.6321	0.25	0.2451	0.2489	0.0029	6.4111	6.3672	1.0	0.3071	0.3098	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
7	7	9	103	2	0.09	300	3.4237	3.6453	3.6397	0.2222	0.2451	0.2489	0.4428	4.2605	4.2266	1.0	0.3189	0.3175	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
8	8	12	203	2	0.14	300	3.2206	3.5767	3.5726	0.3333	0.1651	0.1604	0.1404	5.0495	4.9963	1.0	0.3581	0.3601	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
9	9	14	150	1	0.31	300	3.2437	3.5497	3.5454	0.2857	0.2451	0.2489	0.8076	3.1702	3.1563	0.7857	0.4394	0.4405	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
10	10	18	72	0	0.15	300	3.2638	3.5673	3.5625	0.2222	0.2451	0.2489	1.0839	3.0505	3.0463	1.0	0.4237	0.4244	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
11	11	22	467	2	0.27	300	3.1917	3.5581	3.5515	0.2273	0.2451	0.2489	0.0342	6.3106	6.2452	1.0	0.4169	0.4183	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
12	12	27	377	2	0.5	300	3.2319	3.5421	3.536	0.2222	0.2451	0.2489	0.409	3.9692	3.9254	0.963	0.4442	0.4486	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
13	13	34	436	0	0.44	300	3.0976	3.4859	3.4779	0.2647	0.2451	0.2489	0.8804	2.8202	2.8135	1.0	0.5129	0.5116	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
14	14	42	382	0	0.1	300	3.2607	3.3948	3.3933	0.2143	0.2451	0.2489	0.8122	2.6061	2.6012	1.0	0.5413	0.5439	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
15	15	52	326	2	0.5	300	3.2362	3.3868	3.3851	0.2308	0.2451	0.2489	0.8141	3.2293	3.2138	0.8269	0.5492	0.5505	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
16	16	64	326	2	0.49	300	3.2741	3.3554	3.3601	0.1875	0.2451	0.2489	0.8308	2.6612	2.6718	0.8438	0.5511	0.552	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
17	17	79	247	2	0.44	300	3.2591	3.3376	3.346	0.1899	0.2451	0.2489	1.002	2.5359	2.5499	0.7975	0.5578	0.5562	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
18	18	98	179	2	0.05	300	3.2468	3.2947	3.3043	0.1939	0.2451	0.2489	0.5748	2.084	2.1035	0.9184	0.6375	0.6351	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
19	19	121	137	2	0.02	300	3.2462	3.2941	3.3042	0.1983	0.2451	0.2489	0.8384	2.2421	2.2688	0.8347	0.6266	0.6249	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
20	20	150	786	2	0.23	300	3.1871	3.2677	3.2773	0.2133	0.2451	0.2489	0.04	1.9712	1.9948	0.9933	0.6992	0.6959	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
21	21	186	410	1	0.31	300	3.1069	3.2439	3.2515	0.2312	0.2451	0.2489	0.1701	1.5679	1.5747	0.9839	0.6955	0.6942	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
22	22	230	388	1	0.37	300	3.1328	3.2405	3.248	0.2261	0.2451	0.2489	0.2583	1.4858	1.4958	0.9739	0.7062	0.7039	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
23	23	285	38	2	0.25	300	3.0951	3.23	3.2395	0.2351	0.2451	0.2489	0.5029	1.6074	1.6198	0.9193	0.6909	0.6892	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
24	24	352	467	1	0.41	300	3.122	3.2206	3.229	0.2216	0.2451	0.2489	0.3065	1.3596	1.3635	0.9631	0.7325	0.7312	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
25	25	436	176	0	0.09	300	3.1137	3.2085	3.2147	0.2362	0.2451	0.2489	0.3742	1.4104	1.4095	0.9633	0.7181	0.7186	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
26	26	540	57	2	0.02	300	3.1072	3.2159	3.2225	0.2389	0.2451	0.2489	0.3614	1.415	1.4204	0.937	0.7327	0.7296	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
27	27	668	968	2	0.15	300	3.1027	3.2096	3.2163	0.244	0.2451	0.2489	0.1487	1.399	1.4122	0.9731	0.7711	0.7709	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
28	28	827	268	0	0.01	300	3.0901	3.2093	3.2148	0.2443	0.2451	0.2489	0.4624	1.2488	1.2518	0.942	0.7447	0.7457	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
29	29	1024	270	0	0.3	300	3.0957	3.2097	3.2136	0.2461	0.2451	0.2489	0.4693	1.1563	1.1613	0.9287	0.7642	0.7657	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
30	30	1267	596	2	0.24	300	3.0778	3.2124	3.2168	0.2478	0.2451	0.2489	0.521	1.2052	1.222	0.8974	0.7755	0.7759	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
31	31	1568	694	0	0.49	300	3.0801	3.2165	3.2222	0.2487	0.2451	0.2489	0.507	1.0875	1.1094	0.9031	0.7849	0.7843	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
32	32	1941	837	0	0.48	300	3.0839	3.2188	3.2254	0.2442	0.2451	0.2489	0.5383	1.0572	1.0766	0.9016	0.7991	0.7985	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
33	33	2402	487	2	0.4	300	3.0813	3.2206	3.2281	0.2452	0.2451	0.2489	0.2628	0.8857	0.9191	0.9475	0.8516	0.8484	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
34	34	2973	418	0	0.11	300	3.0869	3.2254	3.2324	0.2395	0.2451	0.2489	0.4705	0.9657	0.9881	0.9136	0.8236	0.8217	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
35	35	3680	407	0	0.05	300	3.1026	3.2298	3.2368	0.2408	0.2451	0.2489	0.4647	0.935	0.9595	0.9158	0.8323	0.8291	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
36	36	4555	657	0	0.0	300	3.1025	3.2354	3.2424	0.2397	0.2451	0.2489	0.4774	0.9049	0.9273	0.9133	0.8396	0.8385	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
37	37	5638	442	1	0.22	300	3.0921	3.2388	3.2463	0.2458	0.2451	0.2489	0.2272	0.787	0.8171	0.9507	0.8689	0.867	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
38	38	6978	398	1	0.37	300	3.0913	3.2435	3.2515	0.2475	0.2451	0.2489	0.288	0.7305	0.7572	0.939	0.8743	0.873	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
39	39	8637	369	2	0.04	300	3.089	3.2484	3.2569	0.2473	0.2451	0.2489	0.3169	0.8916	0.9221	0.929	0.8679	0.8661	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
40	40	10690	75	2	0.43	300	3.0893	3.2537	3.263	0.2445	0.2451	0.2489	0.4387	0.8307	0.8589	0.9083	0.8678	0.8633	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
41	41	13231	179	1	0.18	300	3.0944	3.2572	3.2671	0.2431	0.2451	0.2489	0.3144	0.7137	0.7391	0.9287	0.8824	0.8789	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
42	42	16376	442	0	0.09	300	3.0925	3.2616	3.272	0.2432	0.2451	0.2489	0.5236	0.815	0.8437	0.8973	0.8593	0.8548	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
43	43	20269	111	0	0.14	300	3.0921	3.2662	3.277	0.2421	0.2451	0.2489	0.5481	0.8208	0.8488	0.8925	0.8581	0.8539	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
44	44	25087	242	0	0.37	300	3.0955	3.27	3.2813	0.2411	0.2451	0.2489	0.6111	0.8662	0.8934	0.8746	0.8468	0.843	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
45	45	31050	107	0	0.35	300	3.0977	3.2744	3.2864	0.2409	0.2451	0.2489	0.6085	0.8614	0.8894	0.8752	0.8489	0.8443	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
46	46	38431	150	0	0.11	300	3.1135	3.2046	3.2097	0.2414	0.2451	0.2489	0.5098	0.6219	0.6418	0.8955	0.8735	0.8698	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
47	47	47567	38	2	0.41	300	3.1426	3.1782	3.1808	0.2416	0.2451	0.2489	0.6423	0.7219	0.7388	0.859	0.8466	0.8426	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
48	48	58874	248	2	0.23	300	3.1617	3.1725	3.1745	0.2422	0.2451	0.2489	0.2284	0.3145	0.3279	0.9426	0.9267	0.9229	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
49	49	72869	670	1	0.29	300	3.1687	3.1713	3.173	0.2446	0.2451	0.2489	0.2574	0.3212	0.3296	0.9381	0.926	0.9248	fast	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
0	0	1	776	0	0.09	272	3.3692	3.9303	3.9278	1.0	0.0409	0.0451	0.0031	4.0866	4.0759	1.0	0.0422	0.0457	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
1	1	2	433	2	0.27	145	3.415	3.8795	3.8798	0.5	0.0409	0.0451	0.0	6.1069	6.0916	1.0	0.1109	0.1097	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
2	2	3	310	1	0.38	182	3.4594	3.8335	3.8316	0.3333	0.0409	0.0451	0.0008	3.8604	3.8623	1.0	0.1282	0.1313	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
3	3	4	300	1	0.42	205	3.5025	3.7332	3.7291	0.25	0.0409	0.0451	0.0009	3.4957	3.4847	1.0	0.1916	0.194	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
4	4	5	1009	2	0.39	134	3.3783	3.6733	3.6676	0.4	0.2451	0.2489	0.0	6.8722	6.7774	1.0	0.2346	0.2396	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
5	5	6	657	2	0.41	245	3.4466	3.6918	3.6863	0.3333	0.2451	0.2489	0.0	5.1108	5.0527	1.0	0.2121	0.2131	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
6	6	8	455	2	0.23	133	3.3517	3.6372	3.6321	0.25	0.2451	0.2489	0.0001	4.908	4.8726	1.0	0.2681	0.2625	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
7	7	9	103	2	0.09	108	3.4237	3.6453	3.6397	0.2222	0.2451	0.2489	0.0031	3.5839	3.5718	1.0	0.231	0.2325	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
8	8	12	203	2	0.14	93	3.2206	3.5767	3.5726	0.3333	0.1651	0.1604	0.0013	4.0767	4.06	1.0	0.2675	0.2681	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
9	9	14	150	1	0.31	212	3.2437	3.5497	3.5454	0.2857	0.2451	0.2489	0.006	3.2489	3.2485	1.0	0.2777	0.2785	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
10	10	18	72	0	0.15	103	3.2638	3.5673	3.5625	0.2222	0.2451	0.2489	0.3415	3.4503	3.4726	1.0	0.2587	0.2531	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
11	11	22	467	2	0.27	113	3.1917	3.5581	3.5515	0.2273	0.2451	0.2489	0.0003	5.3293	5.2746	1.0	0.3146	0.3151	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
12	12	27	377	2	0.5	99	3.2319	3.5421	3.536	0.2222	0.2451	0.2489	0.0066	4.0073	3.9959	1.0	0.3256	0.3254	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
13	13	34	436	0	0.44	148	3.0976	3.4859	3.4779	0.2647	0.2451	0.2489	0.4283	3.402	3.4147	1.0	0.2636	0.2602	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
14	14	42	382	0	0.1	165	3.2607	3.3948	3.3933	0.2143	0.2451	0.2489	0.3016	3.5534	3.5679	1.0	0.2747	0.2756	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
15	15	52	326	2	0.5	60	3.2362	3.3868	3.3851	0.2308	0.2451	0.2489	0.2233	3.1561	3.1486	1.0	0.3397	0.3385	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
16	16	64	326	2	0.49	84	3.2741	3.3554	3.3601	0.1875	0.2451	0.2489	0.1157	3.2203	3.2301	1.0	0.3474	0.348	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
17	17	79	247	2	0.44	238	3.2591	3.3376	3.346	0.1899	0.2451	0.2489	0.0132	3.2515	3.2481	1.0	0.3535	0.3509	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
18	18	98	179	2	0.05	122	3.2468	3.2947	3.3043	0.1939	0.2451	0.2489	0.029	3.4386	3.46	0.9898	0.3891	0.3884	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
19	19	121	137	2	0.02	144	3.2462	3.2941	3.3042	0.1983	0.2451	0.2489	0.0266	3.2896	3.2999	0.9917	0.3888	0.3878	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
20	20	150	786	2	0.23	79	3.1871	3.2677	3.2773	0.2133	0.2451	0.2489	0.0166	4.4744	4.4684	0.9933	0.4076	0.4063	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
21	21	186	410	1	0.31	159	3.1069	3.2439	3.2515	0.2312	0.2451	0.2489	0.0505	2.9768	2.983	0.9892	0.4343	0.4362	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
22	22	230	388	1	0.37	154	3.1328	3.2405	3.248	0.2261	0.2451	0.2489	0.1034	2.8874	2.8822	0.987	0.431	0.4338	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
23	23	285	38	2	0.25	148	3.0951	3.23	3.2395	0.2351	0.2451	0.2489	1.5099	2.5914	2.605	0.7018	0.4429	0.4409	random	mlp	basque	72869	24335	3.1700413877454046	0.12885961111585037	15
