	run	ndata	hidden_size	nlayers	dropout	embedding_size	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	base_train_loss	base_dev_loss	base_test_loss	base_train_acc	base_dev_acc	base_test_acc	representation	model	language	n_train	n_test	entropy	entropy_conditional	n_classes
25	25	421	176	0	0.09	124	3.963	4.0733	4.0849	0.1829	0.1781	0.1729	1.0157	4.0118	4.0302	0.9287	0.3174	0.313	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
26	26	520	57	2	0.02	240	3.976	4.0688	4.0818	0.1769	0.1781	0.1729	0.2553	3.7148	3.7736	0.9865	0.3465	0.3399	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
27	27	642	968	2	0.15	50	3.9504	4.0634	4.0783	0.1869	0.1781	0.1729	0.003	5.5282	5.5852	1.0	0.3505	0.3446	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
28	28	794	268	0	0.01	235	3.9443	4.0604	4.075	0.1864	0.1781	0.1729	0.5922	3.9473	3.9957	0.9824	0.3532	0.3476	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
29	29	981	270	0	0.3	144	3.9348	4.0653	4.0794	0.1865	0.1781	0.1729	1.7466	3.7589	3.7751	0.7768	0.3324	0.3283	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
30	30	1212	596	2	0.24	188	3.9375	4.069	4.0847	0.1873	0.1781	0.1729	0.0026	4.7314	4.8955	1.0	0.4079	0.3998	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
31	31	1498	694	0	0.49	59	3.9606	4.0735	4.0909	0.1883	0.1781	0.1729	2.2245	3.376	3.4002	0.5681	0.3351	0.332	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
32	32	1851	837	0	0.48	176	3.9618	4.0754	4.0932	0.188	0.1781	0.1729	0.9848	3.3757	3.4252	0.8439	0.3988	0.3926	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
33	33	2287	487	2	0.4	75	3.9453	4.081	4.0992	0.1928	0.1781	0.1729	1.546	3.0282	3.0788	0.7613	0.4056	0.3965	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
34	34	2826	418	0	0.11	210	3.9428	4.0884	4.1073	0.1921	0.1781	0.1729	2.104	3.4681	3.5152	0.6437	0.3777	0.3694	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
35	35	3492	407	0	0.05	85	3.9432	4.0932	4.1125	0.1913	0.1781	0.1729	2.6307	3.5711	3.604	0.5123	0.3529	0.3499	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
36	36	4315	657	0	0.0	102	3.9368	4.1014	4.1211	0.191	0.1781	0.1729	2.6847	3.488	3.5141	0.5029	0.3652	0.3613	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
37	37	5332	442	1	0.22	225	3.9415	4.1022	4.1225	0.1885	0.1781	0.1729	0.8422	2.86	2.9202	0.9089	0.4588	0.4521	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
38	38	6589	398	1	0.37	187	3.9428	4.1075	4.1284	0.1867	0.1781	0.1729	1.1778	2.7142	2.7484	0.8334	0.4669	0.4637	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
39	39	8142	369	2	0.04	195	3.9394	4.1132	4.1345	0.1868	0.1781	0.1729	0.7252	3.0114	3.0735	0.8978	0.4763	0.4703	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
40	40	10061	75	2	0.43	230	3.9273	4.1195	4.1417	0.1912	0.1781	0.1729	1.8204	2.5797	2.6331	0.6357	0.4972	0.4904	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
41	41	12432	179	1	0.18	187	3.9322	4.1239	4.1468	0.1911	0.1781	0.1729	1.7256	2.6441	2.6939	0.6585	0.4741	0.465	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
42	42	15362	442	0	0.09	112	3.9288	4.1296	4.1531	0.1911	0.1781	0.1729	2.2966	2.9107	2.9436	0.5097	0.4234	0.4188	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
43	43	18983	111	0	0.14	188	3.9284	4.1353	4.1596	0.1918	0.1781	0.1729	2.1027	2.7752	2.7977	0.5531	0.4488	0.4489	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
44	44	23457	242	0	0.37	94	3.9277	4.1417	4.1665	0.1914	0.1781	0.1729	2.5643	2.8859	2.9103	0.4556	0.4088	0.4048	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
45	45	28985	107	0	0.35	182	3.9274	4.1479	4.1734	0.1907	0.1781	0.1729	2.2938	2.6967	2.7325	0.5202	0.4537	0.447	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
46	46	35816	150	0	0.11	215	3.9489	4.0577	4.0741	0.1892	0.1781	0.1729	2.1584	2.6305	2.6403	0.5431	0.4734	0.4692	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
47	47	44258	38	2	0.41	292	3.987	4.0258	4.0387	0.1841	0.1781	0.1729	2.2886	2.4248	2.4502	0.5186	0.5029	0.4943	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
48	48	54689	248	2	0.23	98	4.0154	4.0178	4.0295	0.1796	0.1781	0.1729	1.2714	1.7914	1.8145	0.7414	0.6226	0.6189	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
49	49	67578	670	1	0.29	67	4.0297	4.0163	4.0275	0.1766	0.1781	0.1729	1.3354	1.8363	1.8592	0.7429	0.6215	0.6152	random	mlp	basque	67578	22575	4.026501217135457	0.5523981548345288	29
0	0	1	776	0	0.09	768	4.4374	5.0031	5.016	1.0	0.033	0.011	0.0002	9.2038	9.1856	1.0	0.033	0.011	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
1	1	2	433	2	0.27	768	4.4594	5.0073	5.0236	0.5	0.0305	0.0247	0.0	18.4869	18.542	1.0	0.0584	0.0247	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
2	2	3	310	1	0.38	768	4.4811	4.8835	4.885	0.3333	0.0305	0.0247	0.0032	8.8967	8.6507	1.0	0.3046	0.2877	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
3	3	4	300	1	0.42	768	4.5025	4.8336	4.8278	0.25	0.0305	0.0247	0.0	8.2774	7.9813	1.0	0.3173	0.3315	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
4	4	5	1009	2	0.39	768	4.3575	4.841	4.8443	0.4	0.033	0.011	0.0001	8.7494	8.5061	1.0	0.3122	0.3068	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
5	5	6	657	2	0.41	768	4.2676	4.8491	4.8549	0.3333	0.0305	0.0247	0.0001	8.9293	8.7587	1.0	0.3249	0.3096	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
6	6	7	455	2	0.23	768	4.209	4.7663	4.7616	0.2857	0.0305	0.0247	0.0004	8.9843	8.5495	1.0	0.3198	0.2986	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
7	7	8	103	2	0.09	768	4.2737	4.7598	4.769	0.25	0.0305	0.0247	0.0064	5.8324	5.8568	1.0	0.3122	0.3096	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
8	8	9	203	2	0.14	768	4.1747	4.769	4.7854	0.3333	0.033	0.011	0.0017	7.097	7.1057	1.0	0.2868	0.2877	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
9	9	11	150	1	0.31	768	4.2165	4.7471	4.7654	0.2727	0.033	0.011	0.0073	6.3567	6.6068	1.0	0.3376	0.3233	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
10	10	12	72	0	0.15	768	4.1561	4.6861	4.6963	0.25	0.033	0.011	0.0044	6.282	6.3348	1.0	0.3756	0.3781	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
11	11	14	467	2	0.27	768	4.266	4.679	4.6825	0.2143	0.033	0.011	0.0005	7.0537	7.0967	1.0	0.3528	0.3589	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
12	12	16	377	2	0.5	768	4.3925	4.7393	4.7435	0.1875	0.033	0.011	0.0066	6.0116	6.0101	1.0	0.335	0.3342	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
13	13	18	436	0	0.44	768	4.3772	4.7625	4.7737	0.1667	0.033	0.011	0.012	5.7782	5.8237	1.0	0.3503	0.3233	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
14	14	21	382	0	0.1	768	4.3646	4.7062	4.7195	0.1905	0.2487	0.274	0.0385	6.0606	6.2197	1.0	0.3401	0.3342	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
15	15	24	326	2	0.5	768	4.3296	4.6071	4.6114	0.2083	0.2487	0.274	0.0099	4.8913	5.0767	1.0	0.4645	0.4466	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
16	16	28	326	2	0.49	768	4.2033	4.5234	4.5179	0.25	0.2487	0.274	0.0072	5.6984	5.9421	1.0	0.4721	0.4301	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
17	17	32	247	2	0.44	768	4.2458	4.5138	4.4997	0.25	0.2487	0.274	0.014	5.0225	5.2702	1.0	0.4873	0.4685	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
18	18	37	179	2	0.05	768	4.179	4.4622	4.4412	0.2703	0.2487	0.274	0.0031	6.1856	6.5954	1.0	0.4645	0.4438	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
19	19	42	137	2	0.02	768	4.0892	4.4246	4.3924	0.2857	0.2487	0.274	0.006	5.8632	6.105	1.0	0.4543	0.4466	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
20	20	48	786	2	0.23	768	4.1342	4.4286	4.3914	0.2708	0.2487	0.274	0.0004	7.1207	7.7745	1.0	0.4848	0.4712	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
21	21	55	410	1	0.31	768	4.1233	4.4021	4.3493	0.2727	0.2487	0.274	0.0041	5.2295	5.4837	1.0	0.4391	0.4356	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
22	22	64	388	1	0.37	768	4.0053	4.3658	4.3046	0.2969	0.2487	0.274	0.006	4.6647	4.9664	1.0	0.4975	0.4904	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
23	23	73	38	2	0.25	768	3.998	4.3618	4.2779	0.3014	0.2487	0.274	0.9855	3.6533	3.607	0.863	0.3604	0.3726	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
24	24	84	467	1	0.41	768	4.0758	4.2896	4.1989	0.2857	0.2487	0.274	0.0022	3.4805	3.3927	1.0	0.5508	0.5507	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
25	25	96	176	0	0.09	768	4.0173	4.2568	4.1543	0.2812	0.2487	0.274	0.0809	3.2736	3.0847	1.0	0.5228	0.5452	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
26	26	110	57	2	0.02	768	4.0382	4.2388	4.1315	0.2727	0.2487	0.274	0.062	3.1407	3.1554	1.0	0.5355	0.526	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
27	27	127	968	2	0.15	768	4.1292	4.2393	4.1208	0.252	0.2487	0.274	0.0028	4.226	4.2764	1.0	0.5508	0.5479	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
28	28	145	268	0	0.01	768	4.1498	4.2395	4.1009	0.2414	0.2487	0.274	0.092	3.0896	2.7724	1.0	0.5812	0.5726	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
29	29	167	270	0	0.3	768	4.0879	4.2167	4.0717	0.2455	0.2487	0.274	0.1353	3.0617	2.719	1.0	0.5711	0.5808	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
30	30	191	596	2	0.24	768	4.0106	4.1871	4.022	0.2513	0.2487	0.274	0.0084	3.8406	3.3016	1.0	0.5838	0.6438	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
31	31	220	694	0	0.49	768	4.0266	4.2016	4.037	0.2409	0.2487	0.274	0.2237	2.9125	2.4856	1.0	0.5787	0.5945	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
32	32	252	837	0	0.48	768	4.0366	4.1944	4.0328	0.2302	0.2487	0.274	0.2383	2.7572	2.4181	1.0	0.5888	0.6356	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
33	33	289	487	2	0.4	768	3.9961	4.1964	4.0249	0.2249	0.2487	0.274	0.027	2.9288	2.7815	1.0	0.6472	0.6329	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
34	34	332	418	0	0.11	768	3.9897	4.2003	4.0292	0.2289	0.2487	0.274	0.207	2.7912	2.4532	1.0	0.6168	0.6247	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
35	35	381	407	0	0.05	768	3.9836	4.2061	4.0231	0.2283	0.2487	0.274	0.1945	2.7807	2.453	1.0	0.6193	0.6384	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
36	36	437	657	0	0.0	768	3.9974	4.2004	4.0092	0.2174	0.2487	0.274	0.224	2.7057	2.3671	1.0	0.6294	0.6438	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
37	37	502	442	1	0.22	768	3.9793	4.1892	3.9959	0.2171	0.2487	0.274	0.0216	2.8852	2.6458	0.998	0.6599	0.6603	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
38	38	576	398	1	0.37	768	3.9598	4.1822	3.9721	0.2188	0.2487	0.274	0.0449	2.6738	2.3171	0.9983	0.6853	0.6603	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
39	39	661	369	2	0.04	768	3.9901	4.1659	3.965	0.2179	0.2487	0.274	0.0125	3.0422	2.9923	0.9985	0.6599	0.6767	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
40	40	759	75	2	0.43	768	3.9682	4.1421	3.9582	0.22	0.2487	0.274	0.6658	2.1051	1.8611	0.8946	0.6497	0.6986	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
41	41	871	179	1	0.18	768	3.9513	4.1177	3.9351	0.2216	0.2487	0.274	0.1143	1.981	1.8879	1.0	0.6827	0.6986	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
42	42	1000	442	0	0.09	768	3.9746	4.1177	3.9411	0.219	0.2487	0.274	0.404	1.9749	1.9317	0.98	0.6751	0.7014	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
43	43	1148	111	0	0.14	768	3.984	4.13	3.9501	0.216	0.2487	0.274	0.447	1.9531	1.9146	0.9625	0.6751	0.7014	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
44	44	1317	242	0	0.37	768	3.9993	4.1272	3.9343	0.2118	0.2487	0.274	0.5345	1.9279	1.7887	0.9431	0.6777	0.7205	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
45	45	1512	107	0	0.35	768	3.9966	4.1277	3.9274	0.2077	0.2487	0.274	0.5677	1.8302	1.7131	0.9385	0.6904	0.7178	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
46	46	1735	150	0	0.11	768	4.0109	4.1308	3.9178	0.2063	0.2487	0.274	0.5502	1.8181	1.6989	0.9395	0.6802	0.7233	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
47	47	1992	38	2	0.41	768	4.0226	4.1086	3.8963	0.2058	0.2487	0.274	1.1669	1.9195	1.6622	0.7776	0.6421	0.6849	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
48	48	2286	248	2	0.23	768	4.0374	4.0905	3.8772	0.2047	0.2487	0.274	0.2432	1.5649	1.4813	0.9668	0.7259	0.7233	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
49	49	2624	670	1	0.29	768	4.0281	4.0866	3.8676	0.2092	0.2487	0.274	0.2731	1.4707	1.4411	0.963	0.736	0.7507	bert	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
0	0	1	776	0	0.09	300	4.4374	5.0031	5.016	1.0	0.033	0.011	0.3092	5.066	5.1126	1.0	0.033	0.0137	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
1	1	2	433	2	0.27	300	4.4594	5.0073	5.0236	0.5	0.0305	0.0247	0.0003	8.52	9.0912	1.0	0.0508	0.0356	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
2	2	3	310	1	0.38	300	4.4811	4.8835	4.885	0.3333	0.0305	0.0247	0.0394	4.6337	4.7003	1.0	0.2868	0.2986	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
3	3	4	300	1	0.42	300	4.5025	4.8336	4.8278	0.25	0.0305	0.0247	0.0525	4.3633	4.388	1.0	0.3731	0.3726	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
4	4	5	1009	2	0.39	300	4.3575	4.841	4.8443	0.4	0.033	0.011	0.0006	8.4465	8.7367	1.0	0.3731	0.3479	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
5	5	6	657	2	0.41	300	4.2676	4.8491	4.8549	0.3333	0.0305	0.0247	0.0038	6.8593	6.9968	1.0	0.3553	0.3342	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
6	6	7	455	2	0.23	300	4.209	4.7663	4.7616	0.2857	0.0305	0.0247	0.0025	7.5789	7.7411	1.0	0.3452	0.3562	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
7	7	8	103	2	0.09	300	4.2737	4.7598	4.769	0.25	0.0305	0.0247	0.2923	5.124	5.2028	1.0	0.302	0.3233	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
8	8	9	203	2	0.14	300	4.1747	4.769	4.7854	0.3333	0.033	0.011	0.0909	6.3899	6.5257	1.0	0.3477	0.3589	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
9	9	11	150	1	0.31	300	4.2165	4.7471	4.7654	0.2727	0.033	0.011	0.4735	4.4847	4.5919	1.0	0.3528	0.3616	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
10	10	12	72	0	0.15	300	4.1561	4.6861	4.6963	0.25	0.033	0.011	0.6163	4.1397	4.1323	1.0	0.3401	0.3589	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
11	11	14	467	2	0.27	300	4.266	4.679	4.6825	0.2143	0.033	0.011	0.0501	8.829	9.3499	1.0	0.3756	0.3808	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
12	12	16	377	2	0.5	300	4.3925	4.7393	4.7435	0.1875	0.033	0.011	0.3889	6.9836	7.3435	0.9375	0.3629	0.3644	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
13	13	18	436	0	0.44	300	4.3772	4.7625	4.7737	0.1667	0.033	0.011	0.5363	4.1137	4.0943	1.0	0.3299	0.3534	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
14	14	21	382	0	0.1	300	4.3646	4.7062	4.7195	0.1905	0.2487	0.274	0.936	4.5233	4.5155	1.0	0.3147	0.3233	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
15	15	24	326	2	0.5	300	4.3296	4.6071	4.6114	0.2083	0.2487	0.274	0.3836	4.4717	4.6668	1.0	0.4289	0.4438	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
16	16	28	326	2	0.49	300	4.2033	4.5234	4.5179	0.25	0.2487	0.274	0.345	4.6627	5.0156	0.9643	0.4365	0.4521	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
17	17	32	247	2	0.44	300	4.2458	4.5138	4.4997	0.25	0.2487	0.274	0.4894	4.6662	5.0078	1.0	0.4264	0.4603	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
18	18	37	179	2	0.05	300	4.179	4.4622	4.4412	0.2703	0.2487	0.274	0.1309	4.871	4.9576	1.0	0.4213	0.4466	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
19	19	42	137	2	0.02	300	4.0892	4.4246	4.3924	0.2857	0.2487	0.274	0.2535	4.606	4.7713	1.0	0.4442	0.4685	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
20	20	48	786	2	0.23	300	4.1342	4.4286	4.3914	0.2708	0.2487	0.274	0.0084	6.5472	7.0749	1.0	0.434	0.4685	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
21	21	55	410	1	0.31	300	4.1233	4.4021	4.3493	0.2727	0.2487	0.274	0.1959	3.962	3.9993	1.0	0.4289	0.4767	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
22	22	64	388	1	0.37	300	4.0053	4.3658	4.3046	0.2969	0.2487	0.274	0.2927	3.8585	3.8228	1.0	0.4289	0.4795	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
23	23	73	38	2	0.25	300	3.998	4.3618	4.2779	0.3014	0.2487	0.274	2.4498	3.9496	3.753	0.4795	0.335	0.3644	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
24	24	84	467	1	0.41	300	4.0758	4.2896	4.1989	0.2857	0.2487	0.274	0.4686	3.5873	3.1364	0.9524	0.4721	0.5233	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
25	25	96	176	0	0.09	300	4.0173	4.2568	4.1543	0.2812	0.2487	0.274	0.7179	3.3466	2.9326	0.9688	0.4289	0.4712	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
26	26	110	57	2	0.02	300	4.0382	4.2388	4.1315	0.2727	0.2487	0.274	1.6505	3.0939	2.7862	0.6545	0.4518	0.4521	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
27	27	127	968	2	0.15	300	4.1292	4.2393	4.1208	0.252	0.2487	0.274	0.1558	4.7628	4.5351	0.9606	0.4721	0.5479	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
28	28	145	268	0	0.01	300	4.1498	4.2395	4.1009	0.2414	0.2487	0.274	0.8698	3.2385	2.7894	0.9655	0.4518	0.5726	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
29	29	167	270	0	0.3	300	4.0879	4.2167	4.0717	0.2455	0.2487	0.274	0.91	3.2273	2.7617	0.9521	0.4645	0.5507	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
30	30	191	596	2	0.24	300	4.0106	4.1871	4.022	0.2513	0.2487	0.274	0.4022	3.8016	3.3897	0.9267	0.4772	0.5616	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
31	31	220	694	0	0.49	300	4.0266	4.2016	4.037	0.2409	0.2487	0.274	1.0449	3.1243	2.6701	0.9318	0.4645	0.5616	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
32	32	252	837	0	0.48	300	4.0366	4.1944	4.0328	0.2302	0.2487	0.274	0.7636	2.956	2.5298	0.9365	0.4772	0.5808	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
33	33	289	487	2	0.4	300	3.9961	4.1964	4.0249	0.2249	0.2487	0.274	0.9311	3.0733	2.7432	0.8304	0.5	0.5726	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
34	34	332	418	0	0.11	300	3.9897	4.2003	4.0292	0.2289	0.2487	0.274	0.8004	2.866	2.4261	0.9187	0.5406	0.6082	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
35	35	381	407	0	0.05	300	3.9836	4.2061	4.0231	0.2283	0.2487	0.274	0.7738	2.8642	2.4242	0.9239	0.5457	0.6	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
36	36	437	657	0	0.0	300	3.9974	4.2004	4.0092	0.2174	0.2487	0.274	0.7789	2.8563	2.3782	0.9268	0.5305	0.6137	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
37	37	502	442	1	0.22	300	3.9793	4.1892	3.9959	0.2171	0.2487	0.274	1.1772	2.9036	2.4082	0.7988	0.5482	0.6	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
38	38	576	398	1	0.37	300	3.9598	4.1822	3.9721	0.2188	0.2487	0.274	0.5931	2.7696	2.3165	0.908	0.5711	0.6137	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
39	39	661	369	2	0.04	300	3.9901	4.1659	3.965	0.2179	0.2487	0.274	0.949	2.6685	2.5456	0.8351	0.5635	0.6219	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
40	40	759	75	2	0.43	300	3.9682	4.1421	3.9582	0.22	0.2487	0.274	1.3353	2.5548	2.2685	0.7365	0.5914	0.6329	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
41	41	871	179	1	0.18	300	3.9513	4.1177	3.9351	0.2216	0.2487	0.274	1.0117	2.4522	2.148	0.8427	0.5964	0.6356	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
42	42	1000	442	0	0.09	300	3.9746	4.1177	3.9411	0.219	0.2487	0.274	0.8613	2.3412	2.0755	0.89	0.5888	0.6438	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
43	43	1148	111	0	0.14	300	3.984	4.13	3.9501	0.216	0.2487	0.274	0.8558	2.318	2.0579	0.892	0.6041	0.6712	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
44	44	1317	242	0	0.37	300	3.9993	4.1272	3.9343	0.2118	0.2487	0.274	0.9231	2.2765	2.0042	0.8709	0.6117	0.6877	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
45	45	1512	107	0	0.35	300	3.9966	4.1277	3.9274	0.2077	0.2487	0.274	0.8626	2.1615	1.9281	0.8697	0.6244	0.6877	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
46	46	1735	150	0	0.11	300	4.0109	4.1308	3.9178	0.2063	0.2487	0.274	0.7601	2.1423	1.9289	0.8847	0.6091	0.6795	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
47	47	1992	38	2	0.41	300	4.0226	4.1086	3.8963	0.2058	0.2487	0.274	1.3051	2.3303	1.9553	0.751	0.5838	0.6411	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
48	48	2286	248	2	0.23	300	4.0374	4.0905	3.8772	0.2047	0.2487	0.274	0.8524	2.0223	1.7951	0.8298	0.6244	0.6877	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
49	49	2624	670	1	0.29	300	4.0281	4.0866	3.8676	0.2092	0.2487	0.274	0.7753	1.8801	1.6324	0.8529	0.6497	0.7041	fast	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
0	0	1	776	0	0.09	272	4.4374	5.0031	5.016	1.0	0.033	0.011	0.0002	5.1952	5.2121	1.0	0.0431	0.0219	random	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
1	1	2	433	2	0.27	145	4.4594	5.0073	5.0236	0.5	0.0305	0.0247	0.0	6.2244	6.4261	1.0	0.0305	0.0137	random	mlp	marathi	2624	365	4.010142296952517	0.8073028524170877	39
